"participant","age","age_bin","education","sex","subject","scenario","fitted_model","summed_nLL","rounds"
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"Memory","surprise+_static",2092.36175774933,21
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"NoMemory","full",564.805444603735,7
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"NoMemory","GP",527.223284893528,7
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"NoMemory","recency",533.160436674168,7
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"NoMemory","surprise+",525.594673010125,7
295,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",295,"NoMemory","surprise+_static",1793.30488804357,21
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"Memory","full",517.861766663829,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"Memory","GP",556.113285670224,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"Memory","recency",515.302865023034,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"Memory","surprise+",536.72393124328,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"Memory","surprise+_static",1620.15524187583,21
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"NoMemory","full",620.823149761271,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"NoMemory","GP",647.724667463494,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"NoMemory","recency",642.258459411117,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"NoMemory","surprise+",581.830568360078,7
296,74,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",296,"NoMemory","surprise+_static",1767.3767465865,21
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"Memory","full",531.427206861341,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"Memory","GP",570.827767005424,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"Memory","recency",530.370965303305,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"Memory","surprise+",620.534017718145,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"Memory","surprise+_static",1721.29356033416,21
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"NoMemory","full",650.046529500084,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"NoMemory","GP",662.424400201656,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"NoMemory","recency",618.529923795426,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"NoMemory","surprise+",677.483242452582,7
297,73,"68-77","Secondary education (e.g. GED/GCSE)","Female",297,"NoMemory","surprise+_static",2003.75082990349,21
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"Memory","full",468.655610195618,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"Memory","GP",524.124476807869,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"Memory","recency",467.399828870981,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"Memory","surprise+",527.62031084549,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"Memory","surprise+_static",1514.05884907658,21
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"NoMemory","full",506.309420050853,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"NoMemory","GP",593.425993410263,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"NoMemory","recency",493.440634885479,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"NoMemory","surprise+",695.112586755674,7
298,73,"68-77","Undergraduate degree (BA/BSc/other)","Female",298,"NoMemory","surprise+_static",1930.76005083991,21
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"Memory","full",399.244506069261,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"Memory","GP",493.986091811725,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"Memory","recency",395.759934153753,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"Memory","surprise+",465.439709948452,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"Memory","surprise+_static",1329.95668679204,21
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"NoMemory","full",347.54803019643,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"NoMemory","GP",402.625408990793,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"NoMemory","recency",338.104936282265,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"NoMemory","surprise+",400.472277579969,7
299,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",299,"NoMemory","surprise+_static",1150.6653019407,21
300,72,"68-77","High school diploma/A-levels","Male",300,"Memory","full",565.374461222615,7
300,72,"68-77","High school diploma/A-levels","Male",300,"Memory","GP",545.227009370266,7
300,72,"68-77","High school diploma/A-levels","Male",300,"Memory","recency",504.523769451768,7
300,72,"68-77","High school diploma/A-levels","Male",300,"Memory","surprise+",575.430269174531,7
300,72,"68-77","High school diploma/A-levels","Male",300,"Memory","surprise+_static",1751.16448337365,21
300,72,"68-77","High school diploma/A-levels","Male",300,"NoMemory","full",537.059005464479,7
300,72,"68-77","High school diploma/A-levels","Male",300,"NoMemory","GP",567.342964540044,7
300,72,"68-77","High school diploma/A-levels","Male",300,"NoMemory","recency",540.679188874954,7
300,72,"68-77","High school diploma/A-levels","Male",300,"NoMemory","surprise+",653.483785421935,7
300,72,"68-77","High school diploma/A-levels","Male",300,"NoMemory","surprise+_static",1743.32510304337,21
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"Memory","full",638.561990684031,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"Memory","GP",693.151148241388,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"Memory","recency",642.123078255603,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"Memory","surprise+",674.602397013532,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"Memory","surprise+_static",2127.99199611215,21
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"NoMemory","full",655.742971018736,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"NoMemory","GP",600.659634325565,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"NoMemory","recency",602.746905157405,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"NoMemory","surprise+",633.79286416361,7
301,72,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",301,"NoMemory","surprise+_static",1893.45233834803,21
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"Memory","full",553.23862910507,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"Memory","GP",628.083671449771,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"Memory","recency",551.227468320255,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"Memory","surprise+",667.934589118582,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"Memory","surprise+_static",1830.15791298365,21
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"NoMemory","full",640.493741544725,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"NoMemory","GP",619.729331349649,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"NoMemory","recency",623.837812380591,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"NoMemory","surprise+",630.288323615612,7
302,75,"68-77","Secondary education (e.g. GED/GCSE)","Female",302,"NoMemory","surprise+_static",1950.91562782765,21
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"Memory","full",605.537772687518,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"Memory","GP",728.033087091162,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"Memory","recency",609.176636772859,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"Memory","surprise+",678.089394428828,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"Memory","surprise+_static",2030.41330885802,21
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"NoMemory","full",542.88924513466,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"NoMemory","GP",567.038934714064,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"NoMemory","recency",547.218072298559,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"NoMemory","surprise+",570.919311798576,7
303,49,"48-57","Undergraduate degree (BA/BSc/other)","Female",303,"NoMemory","surprise+_static",1802.24240179629,21
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"Memory","full",651.618259704649,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"Memory","GP",801.865441294247,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"Memory","recency",653.009322685594,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"Memory","surprise+",777.779260976451,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"Memory","surprise+_static",2177.87425507058,21
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"NoMemory","full",650.39118587668,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"NoMemory","GP",818.847450342239,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"NoMemory","recency",641.887394392309,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"NoMemory","surprise+",697.932194227558,7
304,76,"68-77","Undergraduate degree (BA/BSc/other)","Male",304,"NoMemory","surprise+_static",2055.65019566487,21
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"Memory","full",592.039468163525,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"Memory","GP",724.654262586892,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"Memory","recency",600.94436964069,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"Memory","surprise+",714.991160041502,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"Memory","surprise+_static",2010.04717695008,21
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"NoMemory","full",512.115429138412,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"NoMemory","GP",493.102561799884,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"NoMemory","recency",529.353852085847,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"NoMemory","surprise+",460.816763418958,7
305,69,"68-77","Undergraduate degree (BA/BSc/other)","Male",305,"NoMemory","surprise+_static",1419.5273841383,21
306,70,"68-77","High school diploma/A-levels","Male",306,"Memory","full",367.558373497129,7
306,70,"68-77","High school diploma/A-levels","Male",306,"Memory","GP",401.693552556065,7
306,70,"68-77","High school diploma/A-levels","Male",306,"Memory","recency",346.825923765292,7
306,70,"68-77","High school diploma/A-levels","Male",306,"Memory","surprise+",369.523473575043,7
306,70,"68-77","High school diploma/A-levels","Male",306,"Memory","surprise+_static",1126.30770019739,21
306,70,"68-77","High school diploma/A-levels","Male",306,"NoMemory","full",446.782686060908,7
306,70,"68-77","High school diploma/A-levels","Male",306,"NoMemory","GP",523.95646070634,7
306,70,"68-77","High school diploma/A-levels","Male",306,"NoMemory","recency",427.170905654988,7
306,70,"68-77","High school diploma/A-levels","Male",306,"NoMemory","surprise+",424.841869040662,7
306,70,"68-77","High school diploma/A-levels","Male",306,"NoMemory","surprise+_static",1323.55380158487,21
307,68,"68-77","Technical/community college","Female",307,"Memory","full",722.217087468539,7
307,68,"68-77","Technical/community college","Female",307,"Memory","GP",771.185932336683,7
307,68,"68-77","Technical/community college","Female",307,"Memory","recency",690.216565701997,7
307,68,"68-77","Technical/community college","Female",307,"Memory","surprise+",739.881854371718,7
307,68,"68-77","Technical/community college","Female",307,"Memory","surprise+_static",2248.01810986272,21
307,68,"68-77","Technical/community college","Female",307,"NoMemory","full",631.28117143385,7
307,68,"68-77","Technical/community college","Female",307,"NoMemory","GP",610.239741827707,7
307,68,"68-77","Technical/community college","Female",307,"NoMemory","recency",653.58937567263,7
307,68,"68-77","Technical/community college","Female",307,"NoMemory","surprise+",642.903073687291,7
307,68,"68-77","Technical/community college","Female",307,"NoMemory","surprise+_static",1899.61767549094,21
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"Memory","full",573.313147633554,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"Memory","GP",742.666392236362,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"Memory","recency",572.633848180766,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"Memory","surprise+",695.650064784976,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"Memory","surprise+_static",1991.19500896163,21
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"NoMemory","full",562.723665145163,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"NoMemory","GP",702.024603507224,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"NoMemory","recency",554.609595991393,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"NoMemory","surprise+",639.637269538145,7
308,73,"68-77","Undergraduate degree (BA/BSc/other)","Male",308,"NoMemory","surprise+_static",2031.43643283408,21
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"Memory","full",611.317105582173,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"Memory","GP",526.5459084257,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"Memory","recency",527.238970825543,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"Memory","surprise+",529.782051541572,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"Memory","surprise+_static",1611.70780706016,21
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"NoMemory","full",507.888871795166,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"NoMemory","GP",464.634489221845,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"NoMemory","recency",503.445986748064,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"NoMemory","surprise+",447.327315071829,7
309,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",309,"NoMemory","surprise+_static",1521.51723850409,21
310,76,"68-77","High school diploma/A-levels","Female",310,"Memory","full",290.035177455197,7
310,76,"68-77","High school diploma/A-levels","Female",310,"Memory","GP",399.289888501771,7
310,76,"68-77","High school diploma/A-levels","Female",310,"Memory","recency",278.472677599456,7
310,76,"68-77","High school diploma/A-levels","Female",310,"Memory","surprise+",351.077048717434,7
310,76,"68-77","High school diploma/A-levels","Female",310,"Memory","surprise+_static",1014.80609550318,21
310,76,"68-77","High school diploma/A-levels","Female",310,"NoMemory","full",338.278342178893,7
310,76,"68-77","High school diploma/A-levels","Female",310,"NoMemory","GP",447.229524824707,7
310,76,"68-77","High school diploma/A-levels","Female",310,"NoMemory","recency",339.815641784344,7
310,76,"68-77","High school diploma/A-levels","Female",310,"NoMemory","surprise+",410.381522709695,7
310,76,"68-77","High school diploma/A-levels","Female",310,"NoMemory","surprise+_static",1170.80179900743,21
311,74,"68-77","No formal qualifications","Male",311,"Memory","full",571.245943361638,7
311,74,"68-77","No formal qualifications","Male",311,"Memory","GP",565.957161222605,7
311,74,"68-77","No formal qualifications","Male",311,"Memory","recency",566.487450091149,7
311,74,"68-77","No formal qualifications","Male",311,"Memory","surprise+",696.456608067342,7
311,74,"68-77","No formal qualifications","Male",311,"Memory","surprise+_static",1932.88874728155,21
311,74,"68-77","No formal qualifications","Male",311,"NoMemory","full",586.524466829174,7
311,74,"68-77","No formal qualifications","Male",311,"NoMemory","GP",631.965041004524,7
311,74,"68-77","No formal qualifications","Male",311,"NoMemory","recency",586.824325645532,7
311,74,"68-77","No formal qualifications","Male",311,"NoMemory","surprise+",689.439289633461,7
311,74,"68-77","No formal qualifications","Male",311,"NoMemory","surprise+_static",1878.19464238445,21
312,70,"68-77","Technical/community college","Male",312,"Memory","full",753.102237965182,7
312,70,"68-77","Technical/community college","Male",312,"Memory","GP",769.302750588463,7
312,70,"68-77","Technical/community college","Male",312,"Memory","recency",697.34488015113,7
312,70,"68-77","Technical/community college","Male",312,"Memory","surprise+",798.292764402188,7
312,70,"68-77","Technical/community college","Male",312,"Memory","surprise+_static",2321.04279731276,21
312,70,"68-77","Technical/community college","Male",312,"NoMemory","full",619.869163030513,7
312,70,"68-77","Technical/community college","Male",312,"NoMemory","GP",543.679300872361,7
312,70,"68-77","Technical/community college","Male",312,"NoMemory","recency",564.131662811572,7
312,70,"68-77","Technical/community college","Male",312,"NoMemory","surprise+",493.72113565769,7
312,70,"68-77","Technical/community college","Male",312,"NoMemory","surprise+_static",1759.23788797721,21
313,76,"68-77","High school diploma/A-levels","Male",313,"Memory","full",284.498895993138,7
313,76,"68-77","High school diploma/A-levels","Male",313,"Memory","GP",357.700011366683,7
313,76,"68-77","High school diploma/A-levels","Male",313,"Memory","recency",288.57706427258,7
313,76,"68-77","High school diploma/A-levels","Male",313,"Memory","surprise+",320.311488643723,7
313,76,"68-77","High school diploma/A-levels","Male",313,"Memory","surprise+_static",1018.96929612828,21
313,76,"68-77","High school diploma/A-levels","Male",313,"NoMemory","full",385.413140714004,7
313,76,"68-77","High school diploma/A-levels","Male",313,"NoMemory","GP",439.201777175944,7
313,76,"68-77","High school diploma/A-levels","Male",313,"NoMemory","recency",380.465803000211,7
313,76,"68-77","High school diploma/A-levels","Male",313,"NoMemory","surprise+",444.821749055972,7
313,76,"68-77","High school diploma/A-levels","Male",313,"NoMemory","surprise+_static",1289.53320932338,21
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"Memory","full",233.084987670008,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"Memory","GP",245.064472012197,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"Memory","recency",219.555294052648,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"Memory","surprise+",221.314056708233,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"Memory","surprise+_static",650.157863826182,21
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"NoMemory","full",345.959103594869,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"NoMemory","GP",376.765841765651,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"NoMemory","recency",282.548912916586,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"NoMemory","surprise+",345.078846122345,7
314,70,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",314,"NoMemory","surprise+_static",996.232261239511,21
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"Memory","full",426.577966288059,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"Memory","GP",459.769041585339,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"Memory","recency",413.088994542448,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"Memory","surprise+",453.195333566506,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"Memory","surprise+_static",1356.63538361233,21
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"NoMemory","full",480.00367245618,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"NoMemory","GP",482.855448780958,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"NoMemory","recency",468.049499095218,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"NoMemory","surprise+",508.565345223927,7
315,70,"68-77","Undergraduate degree (BA/BSc/other)","Female",315,"NoMemory","surprise+_static",1519.66265511244,21
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"Memory","full",368.143505074477,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"Memory","GP",320.550874346555,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"Memory","recency",364.958674291331,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"Memory","surprise+",385.26352214406,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"Memory","surprise+_static",1159.22955761354,21
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"NoMemory","full",502.778743617137,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"NoMemory","GP",469.305258898518,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"NoMemory","recency",471.895358343665,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"NoMemory","surprise+",521.474315883645,7
316,75,"68-77","Undergraduate degree (BA/BSc/other)","Male",316,"NoMemory","surprise+_static",1537.14843741759,21
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"Memory","full",639.778400806093,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"Memory","GP",674.25407320761,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"Memory","recency",620.996416223707,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"Memory","surprise+",689.963394518918,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"Memory","surprise+_static",2118.14857650762,21
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"NoMemory","full",633.565263880164,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"NoMemory","GP",598.110385699897,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"NoMemory","recency",628.570891062347,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"NoMemory","surprise+",613.8384610841,7
317,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Male",317,"NoMemory","surprise+_static",1811.57439032745,21
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"Memory","full",605.285522482447,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"Memory","GP",575.466680447866,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"Memory","recency",566.157172303639,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"Memory","surprise+",615.959610322844,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"Memory","surprise+_static",1810.67422375141,21
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"NoMemory","full",462.573161405498,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"NoMemory","GP",484.454335116751,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"NoMemory","recency",431.933674366039,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"NoMemory","surprise+",476.430818176198,7
318,68,"68-77","Undergraduate degree (BA/BSc/other)","Female",318,"NoMemory","surprise+_static",1391.0915132033,21
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"Memory","full",259.236592287812,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"Memory","GP",327.97914240038,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"Memory","recency",256.187575816836,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"Memory","surprise+",272.510930524139,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"Memory","surprise+_static",837.718804427213,21
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"NoMemory","full",237.829076729301,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"NoMemory","GP",276.448705061331,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"NoMemory","recency",248.657786935936,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"NoMemory","surprise+",252.057840448469,7
319,62,"58-67","Undergraduate degree (BA/BSc/other)","Female",319,"NoMemory","surprise+_static",722.638049003196,21
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"Memory","full",558.073866216582,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"Memory","GP",583.736632889174,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"Memory","recency",597.682702565708,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"Memory","surprise+",592.392029977582,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"Memory","surprise+_static",1760.55998045156,21
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"NoMemory","full",546.200491448074,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"NoMemory","GP",531.418609205161,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"NoMemory","recency",530.202767469308,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"NoMemory","surprise+",547.308484084053,7
320,68,"68-77","Undergraduate degree (BA/BSc/other)","Male",320,"NoMemory","surprise+_static",1618.06485188805,21
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"Memory","full",410.37989542334,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"Memory","GP",404.511976574914,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"Memory","recency",407.494261043132,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"Memory","surprise+",421.884784116257,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"Memory","surprise+_static",1258.10666672,21
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"NoMemory","full",340.037493930149,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"NoMemory","GP",369.143036695541,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"NoMemory","recency",333.434153570318,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"NoMemory","surprise+",325.958227895735,7
321,68,"68-77","Graduate degree (MA/MSc/MPhil/other)","Female",321,"NoMemory","surprise+_static",988.27705665291,21
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"Memory","full",618.460556745737,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"Memory","GP",673.44245621829,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"Memory","recency",616.742473235534,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"Memory","surprise+",659.067337870913,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"Memory","surprise+_static",1958.38762778554,21
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"NoMemory","full",729.773911592629,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"NoMemory","GP",761.536139979996,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"NoMemory","recency",735.142659902162,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"NoMemory","surprise+",802.792935016781,7
322,68,"68-77","Secondary education (e.g. GED/GCSE)","Male",322,"NoMemory","surprise+_static",2305.31714169763,21
