"UID","env","scenario","trial","x","y","z","chosen"
"220",7,2,3,2,6,0.02,69
"220",7,2,4,1,6,0.16,68
"220",7,2,5,1,7,0.05,79
"220",7,2,6,0,6,0.19,67
"220",7,2,7,1,5,0.18,57
"220",7,2,8,2,4,0.15,47
"220",7,2,9,1,4,0.17,46
"220",7,2,10,2,8,-0.35,91
"220",7,2,11,2,5,0.1,58
"220",7,2,12,1,8,-0.07,90
"220",7,2,13,0,7,0.2,78
"220",7,2,14,3,6,-0.15,70
"221",14,1,1,6,5,-0.47,62
"221",14,1,2,1,9,-0.33,101
"221",14,1,3,1,1,0.24,13
"221",14,1,4,0,0,0.34,1
"221",14,1,5,3,1,0.18,15
"221",14,1,6,0,2,0.49,23
"221",14,1,7,0,3,0.48,34
"221",14,1,8,0,4,0.36,45
"221",14,1,9,0,3,0.49,34
"221",14,1,10,1,3,0.42,35
"221",14,1,11,0,1,0.4,12
"221",14,1,12,0,2,0.51,23
"221",14,1,13,0,2,0.51,23
"221",14,1,14,10,2,0.05,33
"222",3,2,1,4,4,0.21,49
"222",3,2,2,2,2,0.23,25
"222",3,2,3,1,3,0.51,35
"222",3,2,4,0,3,0.47,34
"222",3,2,5,1,4,0.39,46
"222",3,2,6,2,3,0.37,36
"222",3,2,7,1,2,0.4,24
"222",3,2,8,1,3,0.49,35
"222",3,2,9,1,3,0.51,35
"222",3,2,10,1,3,0.5,35
"222",3,2,11,1,3,0.5,35
"222",3,2,12,1,3,0.5,35
"222",3,2,13,1,3,0.52,35
"222",3,2,14,2,4,0.32,47
"223",16,1,1,10,6,-0.03,77
"223",16,1,2,6,6,0.08,73
"223",16,1,3,3,3,0.23,37
"223",16,1,4,2,3,0.39,36
"223",16,1,5,1,3,0.31,35
"223",16,1,6,0,3,-0.02,34
"223",16,1,7,0,4,-0.07,45
"223",16,1,8,1,4,0.26,46
"223",16,1,9,2,4,0.38,47
"223",16,1,10,3,4,0.24,48
"223",16,1,11,2,5,0.32,58
"223",16,1,12,3,5,0.19,59
"223",16,1,13,1,6,0.31,68
"223",16,1,14,7,7,0.09,85
"224",15,2,1,9,10,0.46,120
"224",15,2,2,9,9,0.27,109
"224",15,2,3,8,9,0.36,108
"224",15,2,4,8,10,0.49,119
"224",15,2,5,10,10,0.26,121
"224",15,2,6,10,9,0.09,110
"224",15,2,7,9,8,0.11,98
"224",15,2,8,5,3,-0.3,39
"224",15,2,9,5,9,-0.02,105
"224",15,2,10,7,10,0.25,118
"224",15,2,11,8,8,0.27,97
"224",15,2,12,9,10,0.48,120
"224",15,2,13,9,9,0.25,109
"224",15,2,14,4,4,-0.08,49
"225",13,1,1,6,0,-0.02,7
"225",13,1,2,3,6,-0.13,70
"225",13,1,3,8,8,-0.14,97
"225",13,1,4,8,2,0.21,31
"225",13,1,5,9,1,0.2,21
"225",13,1,6,8,4,0.07,53
"225",13,1,7,9,3,0.36,43
"225",13,1,8,10,4,0.23,55
"225",13,1,9,9,4,0.17,54
"225",13,1,10,9,2,0.39,32
"225",13,1,11,10,2,0.5,33
"225",13,1,12,10,1,0.29,22
"225",13,1,13,10,2,0.5,33
"225",13,1,14,4,2,-0.34,27
"226",2,2,1,1,7,0.38,79
"226",2,2,2,1,7,0.38,79
"226",2,2,3,1,8,0.11,90
"226",2,2,4,1,6,0.4,68
"226",2,2,5,1,5,0.25,57
"226",2,2,6,2,5,0.3,58
"226",2,2,7,2,6,0.36,69
"226",2,2,8,2,7,0.28,80
"226",2,2,9,0,6,0.24,67
"226",2,2,10,0,7,0.27,78
"226",2,2,11,0,5,0.04,56
"226",2,2,12,1,4,0.13,46
"226",2,2,13,2,4,0.2,47
"226",2,2,14,6,6,0.15,73
"227",18,1,1,8,7,0.45,86
"227",18,1,2,7,7,0.32,85
"227",18,1,3,8,8,0.48,97
"227",18,1,4,9,7,0.51,87
"227",18,1,5,9,6,0.3,76
"227",18,1,6,9,10,0.04,120
"227",18,1,7,9,9,0.25,109
"227",18,1,8,8,9,0.31,108
"227",18,1,9,9,8,0.46,98
"227",18,1,10,8,6,0.2,75
"227",18,1,11,8,5,-0.16,64
"227",18,1,12,7,5,-0.24,63
"227",18,1,13,7,6,0.04,74
"227",18,1,14,3,8,0.14,92
"228",1,2,1,3,0,-0.25,4
"228",1,2,2,3,2,-0.34,26
"228",1,2,3,4,0,-0.1,5
"228",1,2,4,1,0,-0.23,2
"228",1,2,5,2,8,0.4,91
"228",1,2,6,1,8,0.5,90
"228",1,2,7,1,7,0.4,79
"228",1,2,8,1,6,0.18,68
"228",1,2,9,2,6,0.01,69
"228",1,2,10,2,9,0.32,102
"228",1,2,11,0,8,0.31,89
"228",1,2,12,0,7,0.25,78
"228",1,2,13,1,9,0.39,101
"228",1,2,14,2,7,0.31,80
"229",13,1,1,10,2,0.49,33
"229",13,1,2,2,5,-0.01,58
"229",13,1,3,6,5,0.09,62
"229",13,1,4,6,9,-0.29,106
"229",13,1,5,6,0,-0.02,7
"229",13,1,6,5,3,-0.05,39
"229",13,1,7,4,7,-0.14,82
"229",13,1,8,1,9,-0.33,101
"229",13,1,9,9,2,0.37,32
"229",13,1,10,9,1,0.2,21
"229",13,1,11,9,3,0.34,43
"229",13,1,12,8,2,0.21,31
"229",13,1,13,10,3,0.46,44
"229",13,1,14,8,5,0.04,64
"230",1,2,1,4,10,-0.07,115
"230",1,2,2,5,1,-0.03,17
"230",1,2,3,1,1,-0.21,13
"230",1,2,4,9,9,-0.14,109
"230",1,2,5,9,8,-0.23,98
"230",1,2,6,4,9,-0.12,104
"230",1,2,7,5,9,-0.26,105
"230",1,2,8,5,2,-0.15,28
"230",1,2,9,5,5,-0.43,61
"230",1,2,10,0,10,0.06,111
"230",1,2,11,1,10,0.16,112
"230",1,2,12,1,9,0.39,101
"230",1,2,13,1,8,0.5,90
"230",1,2,14,9,4,-0.22,54
"231",11,1,1,2,2,0.01,25
"231",11,1,2,9,9,0.06,109
"231",11,1,3,1,9,-0.22,101
"231",11,1,4,9,1,0.13,21
"231",11,1,5,6,1,0.48,18
"231",11,1,6,6,2,0.51,29
"231",11,1,7,5,2,0.46,28
"231",11,1,8,5,1,0.36,17
"231",11,1,9,6,3,0.31,40
"231",11,1,10,7,1,0.5,19
"231",11,1,11,7,2,0.47,30
"231",11,1,12,8,2,0.36,31
"231",11,1,13,8,1,0.37,20
"231",11,1,14,10,1,-0.17,22
"232",2,2,1,0,5,0.06,56
"232",2,2,2,1,3,0.06,35
"232",2,2,3,1,2,0.01,24
"232",2,2,4,1,8,0.11,90
"232",2,2,5,2,7,0.28,80
"232",2,2,6,3,6,0.23,70
"232",2,2,7,4,6,0.13,71
"232",2,2,8,3,8,-0.05,92
"232",2,2,9,3,5,0.18,59
"232",2,2,10,3,4,0.2,48
"232",2,2,11,4,3,0.34,38
"232",2,2,12,5,2,0.26,28
"232",2,2,13,6,3,0.04,40
"232",2,2,14,8,0,0.36,9
"233",9,1,1,1,1,0.37,13
"233",9,1,2,2,2,0.01,25
"233",9,1,3,0,2,0.3,23
"233",9,1,4,1,0,0.42,2
"233",9,1,5,0,0,0.51,1
"233",9,1,6,0,1,0.45,12
"233",9,1,7,1,2,0.23,24
"233",9,1,8,0,0,0.51,1
"233",9,1,9,0,0,0.5,1
"233",9,1,10,0,0,0.5,1
"233",9,1,11,0,0,0.49,1
"233",9,1,12,0,0,0.51,1
"233",9,1,13,0,0,0.49,1
"233",9,1,14,3,0,0.01,4
"234",6,2,1,5,2,-0.31,28
"234",6,2,2,0,0,-0.21,1
"234",6,2,3,1,1,-0.09,13
"234",6,2,4,1,2,-0.03,24
"234",6,2,5,0,2,-0.01,23
"234",6,2,6,0,3,0.1,34
"234",6,2,7,1,4,0.13,46
"234",6,2,8,0,5,0.49,56
"234",6,2,9,0,6,0.48,67
"234",6,2,10,1,6,0.19,68
"234",6,2,11,1,5,0.18,57
"234",6,2,12,2,5,-0.13,58
"234",6,2,13,2,6,0.02,69
"234",6,2,14,3,4,-0.38,48
"235",5,1,1,5,3,0.23,39
"235",5,1,2,5,2,0.35,28
"235",5,1,3,5,1,0.41,17
"235",5,1,4,5,0,0.42,6
"235",5,1,5,4,0,0.3,5
"235",5,1,6,3,0,0.19,4
"235",5,1,7,6,0,0.51,7
"235",5,1,8,7,0,0.47,8
"235",5,1,9,8,0,0.32,9
"235",5,1,10,9,0,0.16,10
"235",5,1,11,7,1,0.44,19
"235",5,1,12,6,1,0.5,18
"235",5,1,13,6,2,0.39,29
"235",5,1,14,1,7,0.07,79
"236",18,2,1,7,8,0.42,96
"236",18,2,2,7,8,0.42,96
"236",18,2,3,7,7,0.32,85
"236",18,2,4,6,7,0.2,84
"236",18,2,5,6,8,0.31,95
"236",18,2,6,7,8,0.42,96
"236",18,2,7,6,9,0.32,106
"236",18,2,8,7,9,0.33,107
"236",18,2,9,8,9,0.31,108
"236",18,2,10,7,10,0.21,118
"236",18,2,11,8,10,0.13,119
"236",18,2,12,8,9,0.31,108
"236",18,2,13,7,9,0.34,107
"236",18,2,14,5,8,0.25,94
"237",13,1,1,6,9,-0.28,106
"237",13,1,2,6,8,-0.33,95
"237",13,1,3,6,10,-0.17,117
"237",13,1,4,5,9,-0.16,105
"237",13,1,5,5,8,-0.24,94
"237",13,1,6,7,9,-0.28,107
"237",13,1,7,7,8,-0.29,96
"237",13,1,8,7,10,-0.19,118
"237",13,1,9,4,9,-0.02,104
"237",13,1,10,3,9,0.02,103
"237",13,1,11,2,9,-0.13,102
"237",13,1,12,3,8,0.02,92
"237",13,1,13,3,7,-0.06,81
"237",13,1,14,4,0,-0.5,5
"238",16,2,1,2,1,0.26,14
"238",16,2,2,2,2,0.37,25
"238",16,2,3,1,2,0.36,24
"238",16,2,4,1,1,0.42,13
"238",16,2,5,0,1,0.38,12
"238",16,2,6,0,0,0.5,1
"238",16,2,7,1,0,0.35,2
"238",16,2,8,0,2,0.16,23
"238",16,2,9,2,0,0.09,3
"238",16,2,10,1,3,0.3,35
"238",16,2,11,2,3,0.38,36
"238",16,2,12,0,3,-0.01,34
"238",16,2,13,1,4,0.27,46
"238",16,2,14,6,6,0.07,73
"241",6,1,1,4,8,0.47,93
"241",6,1,2,4,9,0.26,104
"241",6,1,3,3,8,0.49,92
"241",6,1,4,5,8,0.15,94
"241",6,1,5,4,7,0.33,82
"241",6,1,6,2,8,0.24,91
"241",6,1,7,2,9,0.08,102
"241",6,1,8,3,9,0.29,103
"241",6,1,9,3,7,0.35,81
"241",6,1,10,2,7,0.19,80
"241",6,1,11,9,1,-0.18,21
"241",6,1,12,9,9,-0.29,109
"241",6,1,13,1,1,-0.1,13
"241",6,1,14,3,6,-0.02,70
"242",18,2,1,7,7,0.3,85
"242",18,2,2,2,8,-0.01,91
"242",18,2,3,7,8,0.41,96
"242",18,2,4,7,9,0.33,107
"242",18,2,5,8,8,0.5,97
"242",18,2,6,9,8,0.47,98
"242",18,2,7,8,7,0.45,86
"242",18,2,8,8,9,0.33,108
"242",18,2,9,9,7,0.51,87
"242",18,2,10,9,9,0.24,109
"242",18,2,11,9,6,0.3,76
"242",18,2,12,10,7,0.45,88
"242",18,2,13,8,6,0.22,75
"242",18,2,14,7,6,0.06,74
"243",5,1,1,7,5,0.02,63
"243",5,1,2,6,5,0.09,62
"243",5,1,3,5,5,0.09,61
"243",5,1,4,4,5,0.12,60
"243",5,1,5,3,5,0.22,59
"243",5,1,6,2,5,0.24,58
"243",5,1,7,1,5,0,57
"243",5,1,8,2,4,0.36,47
"243",5,1,9,2,3,0.37,36
"243",5,1,10,2,2,0.19,25
"243",5,1,11,3,3,0.47,37
"243",5,1,12,3,4,0.39,48
"243",5,1,13,4,2,0.37,27
"243",5,1,14,3,2,0.4,26
"244",10,2,1,5,5,0.05,61
"244",10,2,2,5,7,-0.1,83
"244",10,2,3,5,3,0.22,39
"244",10,2,4,5,1,0.14,17
"244",10,2,5,3,3,0.46,37
"244",10,2,6,2,3,0.32,36
"244",10,2,7,3,2,0.48,26
"244",10,2,8,3,1,0.53,15
"244",10,2,9,3,0,0.45,4
"244",10,2,10,2,1,0.38,14
"244",10,2,11,8,9,-0.13,108
"244",10,2,12,8,1,-0.5,20
"244",10,2,13,1,9,0.22,101
"244",10,2,14,9,7,-0.22,87
"245",12,1,1,6,4,0.2,51
"245",12,1,2,5,4,0.32,50
"245",12,1,3,4,4,0.34,49
"245",12,1,4,3,4,0.27,48
"245",12,1,5,4,2,-0.07,27
"245",12,1,6,4,3,0.16,38
"245",12,1,7,4,5,0.42,60
"245",12,1,8,4,6,0.44,71
"245",12,1,9,4,7,0.48,82
"245",12,1,10,4,8,0.33,93
"245",12,1,11,4,7,0.5,82
"245",12,1,12,4,7,0.48,82
"245",12,1,13,4,7,0.46,82
"245",12,1,14,1,6,0.08,68
"246",12,2,1,3,8,0.4,92
"246",12,2,2,2,8,0.28,91
"246",12,2,3,4,8,0.34,93
"246",12,2,4,4,7,0.49,82
"246",12,2,5,5,6,0.29,72
"246",12,2,6,5,7,0.23,83
"246",12,2,7,3,6,0.43,70
"246",12,2,8,4,7,0.48,82
"246",12,2,9,4,7,0.48,82
"246",12,2,10,4,7,0.47,82
"246",12,2,11,4,7,0.47,82
"246",12,2,12,4,7,0.47,82
"246",12,2,13,5,8,0.04,94
"246",12,2,14,0,6,-0.04,67
"247",11,1,1,10,0,-0.19,11
"247",11,1,2,3,3,0.36,37
"247",11,1,3,3,4,0.25,48
"247",11,1,4,2,3,0.21,36
"247",11,1,5,2,2,-0.01,25
"247",11,1,6,3,2,0.19,26
"247",11,1,7,4,3,0.44,38
"247",11,1,8,4,3,0.43,38
"247",11,1,9,5,3,0.38,39
"247",11,1,10,4,3,0.45,38
"247",11,1,11,4,3,0.42,38
"247",11,1,12,4,3,0.43,38
"247",11,1,13,4,3,0.44,38
"247",11,1,14,4,2,0.37,27
"248",5,2,1,5,6,0.14,72
"248",5,2,2,4,7,0.19,82
"248",5,2,3,3,8,0,92
"248",5,2,4,3,6,0.18,70
"248",5,2,5,3,5,0.23,59
"248",5,2,6,2,5,0.24,58
"248",5,2,7,2,4,0.37,47
"248",5,2,8,1,3,0,35
"248",5,2,9,1,4,0.07,46
"248",5,2,10,3,4,0.39,48
"248",5,2,11,3,3,0.46,37
"248",5,2,12,4,4,0.22,49
"248",5,2,13,4,3,0.34,38
"248",5,2,14,3,2,0.37,26
"249",15,1,1,1,4,0.16,46
"249",15,1,2,3,5,0.18,59
"249",15,1,3,4,7,0.37,82
"249",15,1,4,5,8,0.21,94
"249",15,1,5,3,8,0.18,92
"249",15,1,6,4,8,0.25,93
"249",15,1,7,5,6,0.15,72
"249",15,1,8,5,7,0.3,83
"249",15,1,9,3,7,0.34,81
"249",15,1,10,4,6,0.26,71
"249",15,1,11,4,7,0.36,82
"249",15,1,12,4,7,0.37,82
"249",15,1,13,4,7,0.37,82
"249",15,1,14,8,6,0.02,75
"250",2,2,1,4,0,-0.04,5
"250",2,2,2,4,8,0.12,93
"250",2,2,3,8,7,0.01,86
"250",2,2,4,5,10,0.25,116
"250",2,2,5,4,10,-0.06,115
"250",2,2,6,7,10,0.22,118
"250",2,2,7,6,10,0.36,117
"250",2,2,8,6,9,0.45,106
"250",2,2,9,6,8,0.49,95
"250",2,2,10,6,7,0.38,84
"250",2,2,11,6,6,0.11,73
"250",2,2,12,6,9,0.46,106
"250",2,2,13,6,9,0.45,106
"250",2,2,14,5,7,0.34,83
"251",5,1,1,0,9,0.14,100
"251",5,1,2,2,9,-0.23,102
"251",5,1,3,6,0,0.49,7
"251",5,1,4,6,1,0.49,18
"251",5,1,5,6,1,0.5,18
"251",5,1,6,6,2,0.39,29
"251",5,1,7,7,0,0.45,8
"251",5,1,8,5,0,0.43,6
"251",5,1,9,5,1,0.4,17
"251",5,1,10,7,1,0.45,19
"251",5,1,11,7,2,0.38,30
"251",5,1,12,5,2,0.34,28
"251",5,1,13,8,1,0.24,20
"251",5,1,14,4,1,0.32,16
"252",10,2,1,9,10,-0.11,120
"252",10,2,2,2,3,0.31,36
"252",10,2,3,3,3,0.48,37
"252",10,2,4,3,2,0.49,26
"252",10,2,5,2,2,0.32,25
"252",10,2,6,3,2,0.5,26
"252",10,2,7,3,3,0.48,37
"252",10,2,8,3,2,0.48,26
"252",10,2,9,3,2,0.49,26
"252",10,2,10,3,2,0.49,26
"252",10,2,11,3,2,0.48,26
"252",10,2,12,3,2,0.5,26
"252",10,2,13,3,2,0.47,26
"252",10,2,14,7,8,-0.16,96
"253",10,1,1,7,4,-0.3,52
"253",10,1,2,4,8,0.08,93
"253",10,1,3,2,9,0.2,102
"253",10,1,4,1,7,0.02,79
"253",10,1,5,0,10,0.32,111
"253",10,1,6,1,10,0.33,112
"253",10,1,7,1,9,0.22,101
"253",10,1,8,0,9,0.22,100
"253",10,1,9,2,10,0.31,113
"253",10,1,10,1,8,0.08,90
"253",10,1,11,4,10,0.32,115
"253",10,1,12,6,10,-0.03,117
"253",10,1,13,4,9,0.3,104
"253",10,1,14,0,8,0.08,89
"254",14,2,1,3,1,0.19,15
"254",14,2,2,3,1,0.18,15
"254",14,2,3,2,1,0.14,14
"254",14,2,4,5,1,0.31,17
"254",14,2,5,6,1,0.33,18
"254",14,2,6,7,1,0.25,19
"254",14,2,7,8,1,0.12,20
"254",14,2,8,6,2,0.03,29
"254",14,2,9,5,2,0.08,28
"254",14,2,10,5,0,0.4,6
"254",14,2,11,6,0,0.48,7
"254",14,2,12,4,0,0.25,5
"254",14,2,13,6,0,0.49,7
"254",14,2,14,4,6,-0.21,71
"255",8,1,1,2,3,0.14,36
"255",8,1,2,5,3,-0.07,39
"255",8,1,3,2,5,0.07,58
"255",8,1,4,0,3,0.22,34
"255",8,1,5,1,1,0.32,13
"255",8,1,6,2,0,0.2,3
"255",8,1,7,0,1,0.41,12
"255",8,1,8,1,2,0.22,24
"255",8,1,9,0,2,0.29,23
"255",8,1,10,1,0,0.34,2
"255",8,1,11,1,3,0.17,35
"255",8,1,12,2,1,0.25,14
"255",8,1,13,3,1,0.23,15
"255",8,1,14,3,4,-0.01,48
"256",2,2,1,3,8,-0.05,92
"256",2,2,2,0,0,0.04,1
"256",2,2,3,0,10,-0.33,111
"256",2,2,4,5,9,0.32,105
"256",2,2,5,6,9,0.44,106
"256",2,2,6,7,9,0.32,107
"256",2,2,7,6,8,0.49,95
"256",2,2,8,6,7,0.37,84
"256",2,2,9,5,8,0.4,94
"256",2,2,10,7,8,0.37,96
"256",2,2,11,5,10,0.26,116
"256",2,2,12,6,10,0.36,117
"256",2,2,13,6,8,0.49,95
"256",2,2,14,0,9,-0.12,100
"259",18,1,1,2,9,-0.04,102
"259",18,1,2,4,5,-0.21,60
"259",18,1,3,6,8,0.33,95
"259",18,1,4,7,8,0.42,96
"259",18,1,5,8,8,0.49,97
"259",18,1,6,9,8,0.46,98
"259",18,1,7,10,8,0.35,99
"259",18,1,8,9,9,0.24,109
"259",18,1,9,8,9,0.3,108
"259",18,1,10,8,7,0.47,86
"259",18,1,11,7,7,0.33,85
"259",18,1,12,8,6,0.22,75
"259",18,1,13,9,7,0.5,87
"259",18,1,14,10,7,0.43,88
"260",12,2,1,8,10,-0.08,119
"260",12,2,2,7,8,-0.31,96
"260",12,2,3,0,0,0.33,1
"260",12,2,4,1,1,0.44,13
"260",12,2,5,1,2,0.33,24
"260",12,2,6,0,0,0.33,1
"260",12,2,7,2,2,0.24,25
"260",12,2,8,1,2,0.33,24
"260",12,2,9,0,0,0.33,1
"260",12,2,10,1,1,0.42,13
"260",12,2,11,2,1,0.33,14
"260",12,2,12,2,0,0.32,3
"260",12,2,13,1,0,0.38,2
"260",12,2,14,3,4,0.28,48
"261",12,1,1,4,10,-0.41,115
"261",12,1,2,4,0,-0.2,5
"261",12,1,3,10,0,-0.06,11
"261",12,1,4,10,10,0.18,121
"261",12,1,5,0,10,0.15,111
"261",12,1,6,0,0,0.33,1
"261",12,1,7,1,0,0.38,2
"261",12,1,8,0,1,0.45,12
"261",12,1,9,1,1,0.41,13
"261",12,1,10,2,0,0.32,3
"261",12,1,11,2,1,0.33,14
"261",12,1,12,0,2,0.4,23
"261",12,1,13,1,2,0.34,24
"261",12,1,14,2,2,0.25,25
"262",8,2,1,5,7,-0.4,83
"262",8,2,2,3,5,-0.1,59
"262",8,2,3,3,2,0.19,26
"262",8,2,4,6,2,0.05,29
"262",8,2,5,7,4,0.07,52
"262",8,2,6,8,6,0.21,75
"262",8,2,7,9,7,0.17,87
"262",8,2,8,7,8,-0.37,96
"262",8,2,9,2,8,-0.01,91
"262",8,2,10,1,2,0.23,24
"262",8,2,11,1,1,0.33,13
"262",8,2,12,1,0,0.32,2
"262",8,2,13,2,0,0.19,3
"262",8,2,14,6,7,-0.32,84
"263",7,1,1,5,4,-0.07,50
"263",7,1,2,1,9,-0.2,101
"263",7,1,3,9,9,-0.03,109
"263",7,1,4,9,1,0.05,21
"263",7,1,5,1,1,0.21,13
"263",7,1,6,2,3,0.22,36
"263",7,1,7,2,5,0.11,58
"263",7,1,8,3,3,0.09,37
"263",7,1,9,1,3,0.27,35
"263",7,1,10,0,3,0.07,34
"263",7,1,11,1,4,0.19,46
"263",7,1,12,1,2,0.3,24
"263",7,1,13,8,5,0.21,64
"263",7,1,14,1,0,-0.04,2
"264",3,2,1,0,6,0.03,67
"264",3,2,2,4,5,0.13,60
"264",3,2,3,10,0,0.17,11
"264",3,2,4,0,6,0.05,67
"264",3,2,5,10,10,0.1,121
"264",3,2,6,6,6,-0.43,73
"264",3,2,7,0,0,-0.05,1
"264",3,2,8,2,3,0.36,36
"264",3,2,9,2,3,0.34,36
"264",3,2,10,2,3,0.35,36
"264",3,2,11,2,3,0.35,36
"264",3,2,12,2,3,0.36,36
"264",3,2,13,2,3,0.36,36
"264",3,2,14,9,9,-0.12,109
"265",18,1,1,1,10,-0.21,112
"265",18,1,2,8,2,-0.32,31
"265",18,1,3,2,1,0.07,14
"265",18,1,4,1,1,0.16,13
"265",18,1,5,0,0,0.17,1
"265",18,1,6,0,1,0.21,12
"265",18,1,7,0,2,0.05,23
"265",18,1,8,1,2,0.01,24
"265",18,1,9,1,0,0.17,2
"265",18,1,10,2,0,0.1,3
"265",18,1,11,3,0,0.04,4
"265",18,1,12,3,1,-0.06,15
"265",18,1,13,10,9,0.17,110
"265",18,1,14,10,7,0.42,88
"266",17,2,1,7,2,0,30
"266",17,2,2,6,3,-0.17,40
"266",17,2,3,9,2,-0.08,32
"266",17,2,4,9,5,-0.08,65
"266",17,2,5,6,8,-0.24,95
"266",17,2,6,8,9,-0.24,108
"266",17,2,7,2,9,0.11,102
"266",17,2,8,2,5,0.28,58
"266",17,2,9,2,4,0.03,47
"266",17,2,10,1,5,0.24,57
"266",17,2,11,2,6,0.48,69
"266",17,2,12,2,7,0.49,80
"266",17,2,13,3,7,0.37,81
"266",17,2,14,1,7,0.32,79
"267",9,1,1,3,4,-0.51,48
"267",9,1,2,7,8,0.09,96
"267",9,1,3,10,8,0.1,99
"267",9,1,4,9,6,0.28,76
"267",9,1,5,9,5,0.33,65
"267",9,1,6,9,4,0.3,54
"267",9,1,7,9,3,0.29,43
"267",9,1,8,9,2,0.3,32
"267",9,1,9,9,1,0.34,21
"267",9,1,10,9,0,0.32,10
"267",9,1,11,8,0,0.35,9
"267",9,1,12,8,1,0.35,20
"267",9,1,13,8,2,0.35,31
"267",9,1,14,7,1,0.27,19
"268",19,2,1,2,2,0.04,25
"268",19,2,2,8,7,-0.12,86
"268",19,2,3,8,2,-0.06,31
"268",19,2,4,9,2,-0.06,32
"268",19,2,5,3,7,0.24,81
"268",19,2,6,2,8,0.04,91
"268",19,2,7,3,6,0.2,70
"268",19,2,8,4,6,0.35,71
"268",19,2,9,4,7,0.34,82
"268",19,2,10,5,7,0.27,83
"268",19,2,11,5,8,0.19,94
"268",19,2,12,6,7,0.11,84
"268",19,2,13,4,2,0.13,27
"268",19,2,14,9,9,0.12,109
"269",6,1,1,3,7,0.33,81
"269",6,1,2,4,7,0.33,82
"269",6,1,3,3,6,-0.02,70
"269",6,1,4,4,6,0,71
"269",6,1,5,5,7,0.13,83
"269",6,1,6,4,8,0.49,93
"269",6,1,7,4,9,0.25,104
"269",6,1,8,4,8,0.46,93
"269",6,1,9,3,8,0.47,92
"269",6,1,10,3,8,0.48,92
"269",6,1,11,3,8,0.46,92
"269",6,1,12,3,8,0.46,92
"269",6,1,13,3,8,0.47,92
"269",6,1,14,0,5,0.49,56
"270",15,2,1,1,6,0.1,68
"270",15,2,2,2,4,0.12,47
"270",15,2,3,4,5,0.07,60
"270",15,2,4,1,2,-0.04,24
"270",15,2,5,2,9,-0.13,102
"270",15,2,6,2,6,0.24,69
"270",15,2,7,3,7,0.33,81
"270",15,2,8,4,7,0.37,82
"270",15,2,9,4,8,0.26,93
"270",15,2,10,3,8,0.2,92
"270",15,2,11,4,7,0.35,82
"270",15,2,12,4,6,0.27,71
"270",15,2,13,5,7,0.29,83
"270",15,2,14,3,6,0.28,70
"271",19,1,1,5,10,0.1,116
"271",19,1,2,3,10,-0.01,114
"271",19,1,3,5,8,0.17,94
"271",19,1,4,5,6,0.3,72
"271",19,1,5,5,4,0.24,50
"271",19,1,6,5,5,0.28,61
"271",19,1,7,4,5,0.22,60
"271",19,1,8,6,6,0.22,73
"271",19,1,9,4,7,0.35,82
"271",19,1,10,3,7,0.27,81
"271",19,1,11,4,6,0.35,71
"271",19,1,12,5,7,0.27,83
"271",19,1,13,4,7,0.35,82
"271",19,1,14,4,10,-0.05,115
"272",16,2,1,5,0,-0.22,6
"272",16,2,2,2,8,-0.11,91
"272",16,2,3,0,1,0.38,12
"272",16,2,4,2,2,0.37,25
"272",16,2,5,0,3,-0.01,34
"272",16,2,6,0,0,0.51,1
"272",16,2,7,1,0,0.33,2
"272",16,2,8,1,1,0.42,13
"272",16,2,9,0,2,0.15,23
"272",16,2,10,2,0,0.1,3
"272",16,2,11,1,5,0.27,57
"272",16,2,12,0,7,0.05,78
"272",16,2,13,3,5,0.18,59
"272",16,2,14,5,6,-0.07,72
"273",3,1,1,9,5,-0.23,65
"273",3,1,2,9,1,0.13,21
"273",3,1,3,10,0,0.18,11
"273",3,1,4,4,0,-0.36,5
"273",3,1,5,2,1,-0.03,14
"273",3,1,6,1,3,0.5,35
"273",3,1,7,3,6,0.06,70
"273",3,1,8,1,2,0.4,24
"273",3,1,9,1,5,0.19,57
"273",3,1,10,0,3,0.5,34
"273",3,1,11,0,2,0.38,23
"273",3,1,12,0,3,0.48,34
"273",3,1,13,1,3,0.51,35
"273",3,1,14,8,0,0.18,9
"274",4,2,1,6,6,-0.33,73
"274",4,2,2,8,0,0.06,9
"274",4,2,3,10,1,0.3,22
"274",4,2,4,10,2,0.25,33
"274",4,2,5,10,0,0.26,11
"274",4,2,6,9,2,0.24,32
"274",4,2,7,10,4,-0.03,55
"274",4,2,8,7,3,0.5,41
"274",4,2,9,7,3,0.49,41
"274",4,2,10,7,3,0.49,41
"274",4,2,11,7,3,0.51,41
"274",4,2,12,7,3,0.49,41
"274",4,2,13,7,3,0.5,41
"274",4,2,14,4,4,-0.04,49
"275",10,1,1,10,8,0,99
"275",10,1,2,4,3,0.42,38
"275",10,1,3,3,3,0.47,37
"275",10,1,4,3,4,0.4,48
"275",10,1,5,4,4,0.36,49
"275",10,1,6,5,4,0.18,50
"275",10,1,7,3,2,0.49,26
"275",10,1,8,4,2,0.43,27
"275",10,1,9,2,2,0.32,25
"275",10,1,10,3,1,0.49,15
"275",10,1,11,2,3,0.34,36
"275",10,1,12,4,1,0.38,16
"275",10,1,13,5,1,0.13,17
"275",10,1,14,1,9,0.21,101
"276",19,2,1,10,6,0.21,77
"276",19,2,2,10,6,0.2,77
"276",19,2,3,9,4,0.28,54
